artist_name,video_id,audio_filename,track_number,track_length,tempo,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tonnetz_mean,tonnetz_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,1,330750,161.4990234375,0.2340166383679201,0.09200785566099383,0.08169903,0.005065367,1069.6630727724207,731603.579946728,1365.8899461415135,478550.4544942169,1988.0546451722137,3316990.9673197763,0.047894646139705885,0.0008980371526107829,0.023985207758241877,0.02317068726323319,-296.2923726386397,7634.913765973471,132.74606304987017,1781.0029601776403,14.94823398258456,534.2781848153678,28.81187995974809,250.71615373212802,23.424030359526814,150.78082306341392,10.675527589308954,164.2163634248154,-1.7400073398157827,89.61906083090467,-10.227823484622624,138.2158967451677
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,2,330750,161.4990234375,0.355921505886096,0.09721041364483675,0.19934914,0.002956285,1101.514857429078,590116.9396792606,1795.4096131586418,260142.7653697136,2137.4870749080883,2722371.3096200693,0.026412538699690402,0.0006685871189388261,0.06824036586419656,0.027256709255969465,-189.3259514809998,3367.0397221939006,127.80386785958419,1105.272151813993,22.46597387794684,323.7258542347014,44.15946358334595,170.82943806852816,20.617956789939683,138.90682653710098,25.004018783022875,105.0935658335279,4.518911507210394,107.16484093471817,7.441222695046919,76.42546541726315
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,3,330750,161.4990234375,0.34101182998709295,0.09638122003063157,0.21604131,0.0031364455,1008.2116701590687,131469.27528300966,1783.1861456608624,111291.22499303444,1941.8549245356037,1257288.9746451885,0.024429935419891642,0.00013798247082589998,0.03751352055310763,0.028563350000668463,-175.9417614675757,2816.7358199424907,130.5530961729153,405.68100254828414,24.89932229393484,274.1290871198716,43.0017498462674,163.4704030344202,13.426751326550912,141.83046489916666,20.58049384205195,109.50270162909405,7.772908433217277,84.61792761650284,10.969768963682526,92.29211198842694
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,4,330750,161.4990234375,0.34656401677804555,0.09980305237331044,0.2216006,0.0032090934,968.1031243543608,121032.56791213687,1753.3603286032062,99644.03067647267,1816.8890135207043,1377023.571047808,0.023946945143188854,0.0001359527643906845,0.04111714825896123,0.02761775019823059,-183.03034796521686,2908.106236860909,128.7324896669493,414.6720477148514,28.11521818088849,274.44057661770455,46.01919163827902,194.9475207205546,15.783421562774146,139.12486818931558,25.827883081381533,79.35818880930837,10.026379668946758,58.673345972678106,10.540468176130249,74.84495474479934
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,5,330750,151.99908088235293,0.37434005840528545,0.09865272907693849,0.19565642,0.003834869,969.2900339214098,335039.84054083214,1704.1578684592678,224685.0050308308,1834.4555739647833,2303195.9245833633,0.02385246347716718,0.0004011412652227236,0.04112736878930421,0.025274165187685823,-201.45186896437974,3496.875695380783,132.81611974250498,661.4252960630714,22.891617166660502,295.67733752987704,44.761808182923204,198.88955332210932,21.804312224823917,149.24161840542723,26.373905189375492,78.66385435226817,7.328958679293633,88.03810122891622,5.804659157262419,64.26334148948666
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,6,330750,161.4990234375,0.37023750500034525,0.09720389984899341,0.2184579,0.003923846,955.4304688004171,217409.68863197122,1704.7423700459478,204815.4129619872,1880.9552927873451,1823890.5622999042,0.02030826722136223,0.0001314092758104559,0.04668596344231783,0.026603351244940683,-186.2487418580127,2802.109348177572,136.1685450039029,545.8374820855787,18.562956120908385,243.2261209259377,41.77359797135532,140.50300320396636,19.599004333483624,112.9582438521283,23.169671322574775,68.2234183594158,6.232110288236348,95.74224109446232,7.81539347496862,48.56855624553226
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,7,330750,107.666015625,0.3390728730899993,0.09333643961313186,0.25033498,0.0034423163,1094.0745700729665,144150.5667532648,1868.6588654173324,73662.9004998582,2142.1537133562306,1249455.678268107,0.028070125048374615,0.00022583900993777966,0.03964015372656518,0.02477214723919871,-137.59330880355765,2372.547667849749,130.89908787144108,324.2275170686678,22.741533940744187,247.5486492316528,38.59188127682207,149.21021635009345,12.6801320423982,61.63350136727463,21.2142283474766,115.76606234248433,8.778161981771254,61.632236692411475,8.127162253353307,59.46853276068678
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,8,330750,161.4990234375,0.3710247583160697,0.0982234837677129,0.23953058,0.003032352,1011.8451530958545,91471.79735574266,1821.6139633438547,69010.25894373025,1879.4886349893575,971055.211844018,0.024042938515866873,0.00012848170903353618,0.05458743201946341,0.02513315907261997,-153.1732966543325,2723.1121787331754,133.83061004929647,297.930206748839,25.31509983365749,279.49900629959694,36.84793403566394,134.35432481425573,15.542990461833954,96.98107433939026,25.1614169603119,104.67078571334355,6.632964560745655,59.35242241337506,4.366326527647844,67.65079166806122
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,9,330750,107.666015625,0.36489241455813204,0.09759203707664267,0.24083103,0.0033472877,982.7529243781436,100469.19091204586,1741.5636837974464,85646.0987015621,1824.8056323166602,988855.3046294709,0.02614118735487616,0.0001643946327141317,0.02940599169081381,0.032779873489714416,-152.15522623608942,2796.3019847354526,139.71216628136276,390.826507992502,23.226346722459855,250.28934864410795,36.30019663265596,143.6981316615173,12.253441814614808,97.43708714985918,23.740963965437093,85.51602003407753,7.541848550672031,68.80489822702654,5.585474972380395,79.12903571377123
john_mayer,cZVT8Zg0YwE,Do You Know Me.mp4,10,330750,103.359375,0.31001937497233034,0.10802395175613236,0.05978427,0.0037257988,1387.9146206873706,1461588.5420410323,1876.2461736223484,611963.303529933,2771.2499092976004,7059996.243634599,0.058573341960139316,0.008750372948483059,-0.016063673428266735,0.05324837570377989,-376.9331894555663,14027.18634589326,99.3219016816063,3569.769684159883,21.31226618699721,340.228720038715,29.26730764252878,273.0651661009608,20.516066441737557,137.09383992147158,18.754031804619885,142.90978355526866,7.002627498865778,68.61713231662036,-0.47415184056473175,49.42854824852539
