artist_name,video_id,audio_filename,track_number,track_length,tempo,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tonnetz_mean,tonnetz_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,mfcc_20_mean,mfcc_20_var
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,10,330750,143.5546875,0.29028744104523924,0.0861862048621191,0.2133815,0.019084977,1672.7071162161053,290535.8206625341,2070.4521869998066,191428.74231516334,3476.7789763931887,1961380.5239733446,0.07536160023219814,0.0014321881836779646,-0.061577378307390865,0.03509032695785449,-110.34250679927521,8878.449923020054,126.34019289401111,661.6141712475616,1.248738979056494,245.1261493693104,13.953657725016994,402.60749887699933,10.785290296765375,112.22522220047554,9.886229323510035,214.00189791769324,-2.346186720400344,104.74509529675753,15.104841172871563,192.09830397539582,-1.5476484982484402,99.00961810053933,10.090556715362917,114.16859785367458,-6.04373392945599,75.49930389852778,-3.7225700894230918,72.84257093357957,-6.877280801756941,110.33177364696786,-4.634483629407292,104.65658854549336,2.600397889190839,59.19092892898575,-3.345205120670625,118.91169622497854,-4.515921151901001,99.01781777424736,3.419836695279269,79.38358987486026,-10.949368151164048,99.14741947608977,0.29383418119051374,62.995338560840764
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,11,330750,151.99908088235293,0.30191819256324304,0.0865466605620632,0.29028544,0.0051016654,1759.2575006733596,262584.0620037003,2126.2554531350675,223559.03819980388,3728.0274571279992,2693526.1231891382,0.08293373887383901,0.0009591531949615091,-0.04900098039773417,0.03399992543258221,-44.5293401776069,1254.4374002780085,125.84532913652998,681.9226059896389,-4.7028829736677205,345.81724669064107,11.47463063970094,219.49814753630008,11.950216871595394,122.94699396155022,15.707936515316264,126.85928695433117,-3.688033926669301,88.48412768059752,18.799260339890033,87.09562981986161,-1.1430807243232763,98.01997927333396,14.912489804808867,81.68276299166878,-3.090505864730718,127.12786113264548,0.6338240194017788,79.81100907499633,1.911001376254022,81.85752188358579,-0.9393846369093098,70.68370323450422,-4.5732985471361305,105.67300472657004,1.6988069103197339,95.5928088911367,-1.5973908583456917,83.17327100163425,3.657746145480778,103.63870800828853,-5.373328161847575,105.67190522912594,-1.3761005209583055,82.24710484362758
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,12,330750,151.99908088235293,0.284112264919442,0.08634089201860837,0.3009702,0.0050943824,1860.2922511348095,321066.8106857384,2218.1741869636844,233220.1594847618,3989.2258776968847,2882905.09399587,0.09252022663506192,0.0010909581247460299,-0.04968960928033677,0.03156274231996639,-41.59754311696467,1361.1312102548477,117.8004132119495,579.7648130420146,0.11918077706379136,274.47194189223444,10.447352720584318,200.98478053237562,12.748703041400818,138.0115895227025,19.805580717993365,136.8625056466165,-1.306127431372313,74.89627848835832,20.845473234164043,116.90223173315562,2.18518504458801,80.1578778387607,12.744351143890137,92.29338108292518,-4.505989847342881,89.02996160770935,-6.430713926928773,66.27954253495427,3.420302321625531,56.75993175462869,3.1209417582251664,56.93813386737805,-1.51733702286592,89.2583681632708,3.7568173828842704,69.87178571995572,-3.3815995305783595,65.83203382430209,1.1664933890917262,141.20657460967436,-11.16015585653472,109.69260002374673,-1.1420308736431748,87.58339476998948
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,13,330750,151.99908088235293,0.3055297565816255,0.08311589995363754,0.20176125,0.0139017375,1495.4648349912136,474644.5431057754,1900.8385762925304,373552.8044496088,3023.315051760836,2969095.1924665845,0.0692762250870743,0.00162772916013216,-0.020646231078875324,0.034918945292557145,-129.28884239692363,17443.053010634787,133.3518998118261,1038.6970388420923,9.147636018546695,539.0230236165612,13.392558180854648,201.8028909965835,11.50751159620171,88.05940508655088,9.24248946088783,81.51436418112554,0.604988829676282,109.12012565095576,10.514501910517735,113.47074378165028,-1.4139520813543778,87.12716449493257,9.929331196308457,130.0022213452658,-6.26812636633356,86.9661484435749,-2.641231932873264,86.63560353650243,-2.0484767187669073,100.65859674696522,-6.784408558467179,73.153205096967,-5.693133015474771,57.22756127735354,1.4691702647692142,62.495024896671104,-4.798097124506988,67.49640430657999,3.675426381883064,115.4365564124319,-3.0925113501945956,81.18350520157227,-1.2620265085063804,60.02147694329961
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,14,330750,117.45383522727273,0.3903295824832134,0.08766214819865852,0.13037243,0.0057300716,1128.7064934640598,573608.8426951529,1678.215300536556,416074.0266386695,2169.4202151460913,3534620.8098004963,0.03644422407120743,0.0007365942881166725,-0.03530944208254549,0.02589199940178842,-216.12402929179484,6657.445592247442,146.35017673133603,1485.8467537414524,18.798684027989243,502.45924713031565,29.465873806739797,239.59355910473627,14.61733494193623,119.93682801127167,7.8275539877930145,106.32545614273074,9.027673300576863,94.01408808154596,7.8138220219443255,106.20248836226197,1.6943142722626938,83.88241072511721,8.748512000073593,103.71689739313705,-1.316132179825856,50.85417411117642,7.396004821904305,95.26160087787005,-7.372713711275125,65.9861110391662,0.9868351356556083,49.08340023156373,2.4333510559418254,52.968118619076094,-1.8692049837397395,55.20040465724001,-1.8105931286275603,59.57704349688637,-0.9181245936223175,57.87744933449348,-5.280466629139949,50.71214319417107,-0.42401407986819306,38.26924730842561
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,15,330750,161.4990234375,0.38188372198799636,0.08990988038621689,0.13766593,0.0036706743,1407.5109714014486,598490.916462646,1972.7286664225683,427814.8654766977,2995.748551785023,3668394.6430825787,0.04521363438467492,0.001103062879204068,0.0003434535297298696,0.026712248815245403,-179.8491428553136,3927.732480453096,128.3894457470572,1334.25238818284,17.526955841622133,344.84244085513745,35.33592655885227,284.724886333214,18.757648311740297,238.94608899518704,6.112488994474327,154.6431812253057,5.517903380868919,91.86790103396065,13.113235780152147,68.35598014995972,-0.5504512627916364,112.81658219357858,12.394257909231655,103.32448178847395,-3.6088133520260866,53.27165432157607,6.970974157748668,69.4440939761874,-4.7176375884345605,65.8726045253532,0.053720723602596616,57.274596169088426,4.037954802834748,58.02348518637963,-3.888057319761614,59.43532695899606,-3.2357106921040577,52.4548732785453,1.9911273725006136,60.73450134786053,-9.021903569859452,72.52167653212884,1.1693003893906209,57.644198186173206
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,16,330750,151.99908088235293,0.3221747904954926,0.08880824789846302,0.21645641,0.015878655,1659.0856529267853,346768.36414586194,2103.485290258263,201998.4099134914,3370.9462830156735,2332214.1869767103,0.0717690293633901,0.0009990420550729834,-0.06936635262553953,0.042179759862448235,-103.58640385432932,7166.0745275200525,124.81984984966361,670.852649891425,2.786483560698129,438.94997413525994,16.070229149511075,212.3460305170203,12.280245718341359,186.46897946661127,7.381738265567116,229.28094008988523,3.157360168181846,75.63476343978958,11.939239534695481,106.08855139539179,2.7443444040484697,82.97298392888119,20.500470190929793,187.92716455538095,-5.976703242275676,91.20581405067543,-1.6303128812787542,106.56990111841995,-3.211736493778122,76.19661376366376,1.7088986459533753,57.763009526672136,2.8660879448064875,64.4237401280926,-5.382110684845873,117.77581326803958,-3.548543895949856,72.96014086568412,1.8651311301313003,71.95216441115278,-10.579543530992684,106.93451110828262,1.3141478037071113,72.84236893579175
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,17,330750,151.99908088235293,0.3054452972138175,0.08565171848438209,0.3215,0.005291904,1767.8312166527612,229692.7502261522,2197.1975717636737,169981.0497545728,3769.0938754716526,2258161.4383864305,0.0804386670375387,0.0007907114486302003,-0.02980007890740214,0.015239716776081144,-28.230147443341778,1229.2052018291097,122.73115829546241,507.8361021531812,-0.1907128677438858,185.03336972435733,11.673030304588936,154.0527683135523,9.109863332145355,106.31125097795642,16.900217383362868,94.55445128120348,-2.868992317896354,79.45852198140993,14.040566645075959,88.24053395698543,1.1222843610048165,79.64394662416763,11.534375428892028,70.40670920381353,-2.5456231210957396,89.32933084791374,-1.036413557522588,55.36168771732265,1.7773849693701895,67.5510977951695,0.3258790958032294,70.52316001260631,-4.881304497609734,93.5743485252808,2.451666252192609,72.9006275034161,1.1139800788390384,85.11579599756261,5.131138483129068,102.15718949975009,-6.36178067889615,99.1119811747156,0.16160400234983005,61.96065839434297
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,18,330750,151.99908088235293,0.30483065143687993,0.0921923054926578,0.33757624,0.0044889725,1951.5997622682364,183968.70898977818,2264.364677063722,139577.99191313254,4226.974440063855,1953039.4781813084,0.0944710840750774,0.0007015799412058553,-0.01916439773078239,0.01456146238177053,-5.96931777719905,865.2376696521618,111.10044311779694,379.35730939221133,-6.239809510303212,130.0221972468234,11.067207564246722,151.006914126995,3.4445105437747787,120.92126512923073,14.07202230582831,96.67925115441518,-2.6249819219955244,55.83682697035501,18.722943632344077,74.63015884363922,7.0420403573964725,85.31219957184405,10.018788862728643,52.2269371674371,-5.036588368599755,49.008386006344246,-3.8332489662156566,79.28684212912765,-1.140146796305868,50.81091876421241,-0.3238456656906143,41.979362372794824,-1.8901638662319218,77.17606651674686,3.237539908448801,43.783351097994625,-1.1511830051910437,68.60676961592164,2.2100663867602357,68.29525750378455,-7.150219478039239,83.89748518220507,0.25640463923793183,72.18597820065702
adele,YQHsXMglC9A,Adele - Hello (Official Music Video).mp4,19,330750,151.99908088235293,0.3324620404339667,0.08600890584887368,0.31686953,0.004395969,1865.6045924365674,161346.50835933493,2273.745293049742,91888.74721405223,3937.892854767318,1355551.239895757,0.08067902839589783,0.0007448287324370006,-0.02294942301253139,0.012654779854714554,-6.212111175091095,759.1973710538072,116.0009629080912,334.1923423062287,-4.228313922140728,128.09325046030946,15.498688957571575,133.57426162561762,7.043851959737246,81.51448806153589,10.246540780683263,78.13939249254759,-0.9956886666822369,64.49804235959706,11.09880337263956,77.0688363995093,0.29238129005481645,57.42199313838516,9.720872464655187,62.86661793302612,-2.9703037520704108,45.58650561752732,2.0299768343518476,41.421434115892815,-1.2678290235420206,50.90505941887517,-0.6870054697292421,49.70636567095973,-1.4849320117896347,46.12695214548886,3.1296412982148416,48.84264616255523,-1.9273726988913444,53.493839255836455,4.0247486930587275,62.37898447248934,-3.324377513684885,47.01084237615004,1.514187174230476,46.469853898586734
